Customer_ID,Signup_Date,Country,Age,Annual_Income,Purchase_Status
CUST-8513,2025-01-27,United Kingdom,32,36154,Active
CUST-3612,2025-01-17,Canada,37,75426,Active
CUST-7235,2025-01-09,United Kingdom,32,108708,Active
CUST-6486,2025-01-01,United Kingdom,47,97275,Pending
CUST-8099,2025-01-16,United States,42,29587,
CUST-1775,2025-01-06,Germany,34,20645,Active
CUST-9226,2025-01-05,,43,101835,Active
CUST-4152,2025-01-05,Canada,43,107489,Pending
CUST-2585,,Germany,31,46475,Pending
CUST-4943,2025-01-23,,20,101623,Inactive
CUST-8555,2025-01-21,France,26,29346,
CUST-4073,2025-01-10,Germany,22,79165,Active
CUST-2021,2025-01-19,United States,47,56116,Inactive
CUST-4843,2025-01-21,United States,48,111353,Pending
CUST-8989,2025-01-09,United States,51,45556,Closed
CUST-7873,2025-01-01,United States,36,65096,Active
CUST-3693,2025-01-13,United Kingdom,46,49009,Pending
CUST-1161,2025-01-04,United States,57,104246,Inactive
CUST-5297,2025-01-01,United States,46,101557,Active
CUST-8629,2025-01-08,United Kingdom,53,,Closed
CUST-2016,2025-01-26,Germany,35,47516,Active
CUST-8869,2025-01-02,Germany,33,21089,Active
CUST-7439,2025-01-22,Canada,36,30487,Active
CUST-8892,2025-01-27,Canada,36,87494,Closed
CUST-7863,2025-01-12,United States,35,,Inactive
CUST-8916,2025-01-22,France,51,61814,Pending
CUST-9529,2025-01-27,Germany,41,95330,Active
CUST-1878,2025-01-17,United Kingdom,36,,Inactive
CUST-5887,2025-01-15,United States,36,91906,Inactive
CUST-5859,2025-01-15,France,23,70100,Pending
CUST-7331,2025-01-21,France,34,68781,
CUST-9684,2025-01-19,United States,45,70939,Inactive
CUST-8208,2025-01-06,Germany,36,30449,Active
CUST-6276,2025-01-06,United States,44,106661,Inactive
CUST-3062,2025-01-02,France,45,87990,Active
CUST-1064,2025-01-15,Germany,48,103297,Active
CUST-9006,2025-01-19,Germany,36,,Active
CUST-6463,2025-01-06,Germany,33,91678,Active
CUST-3027,2025-01-24,Canada,23,28787,Pending
CUST-3695,2025-01-23,France,50,43383,Active
CUST-6258,2025-01-19,France,34,54518,Active
CUST-6618,2025-01-05,United States,36,,Pending
CUST-7736,2025-01-04,United Kingdom,30,41778,Active
CUST-1391,2025-01-24,France,31,25075,Active
CUST-6892,2025-01-10,United Kingdom,40,48365,Inactive
CUST-4561,2025-01-20,United Kingdom,58,31002,Active
CUST-7184,2025-01-02,France,40,,Active
CUST-4099,2025-01-21,Canada,37,,Active
CUST-7278,2025-01-13,Germany,60,71875,
CUST-9392,2025-01-11,United States,45,69437,Inactive
CUST-4104,2025-01-16,United Kingdom,38,26816,Inactive
CUST-8215,2025-01-19,Canada,30,66733,Inactive
CUST-3454,2025-01-25,France,38,,Active
CUST-9996,2025-01-23,France,36,91363,Active
CUST-3731,2025-01-11,Canada,36,70139,Pending
CUST-9154,2025-01-16,United States,48,101768,Active
CUST-6056,2025-01-03,United States,30,74869,Active
CUST-9110,2025-01-27,United Kingdom,40,90910,Active
CUST-4840,2025-01-18,United States,44,55292,Active
CUST-2028,2025-01-26,Germany,28,71631,
CUST-8385,2025-01-19,United States,27,,Active
CUST-1502,2025-01-05,United Kingdom,33,87028,Inactive
CUST-7910,2025-01-10,United Kingdom,30,,Active
CUST-7938,2025-01-22,United States,47,27851,
CUST-5488,2025-01-06,United Kingdom,25,87580,Active
CUST-1206,2025-01-05,,36,116136,Active
CUST-6134,2025-01-12,United States,60,29168,Pending
CUST-6977,2025-01-14,United Kingdom,36,79871,Pending
CUST-8721,,United Kingdom,41,109388,Active
CUST-8035,2025-01-26,United States,47,119751,Active
CUST-2484,2025-01-27,United Kingdom,30,91853,Active
CUST-8858,2025-01-26,France,24,46649,Active
CUST-3790,2025-01-22,France,38,109906,Inactive
CUST-8408,2025-01-24,France,19,81944,Active
CUST-9755,2025-01-11,Germany,39,48803,Active
CUST-6116,2025-01-16,France,46,63355,Inactive
CUST-6088,2025-01-17,Germany,26,107445,
CUST-2757,2025-01-04,Canada,39,28770,Inactive
CUST-8574,2025-01-08,Germany,44,,Active
CUST-7374,2025-01-03,Canada,36,82824,Active
CUST-5548,2025-01-20,France,42,62070,
CUST-2678,2025-01-15,United Kingdom,33,,Active
CUST-4242,2025-01-24,France,24,106795,Active
CUST-5636,2025-01-14,United Kingdom,31,24378,Inactive
CUST-2059,2025-01-23,Canada,29,105371,Inactive
CUST-7668,2025-01-24,France,34,95868,Inactive
CUST-4157,2025-01-13,Germany,46,115074,Active
CUST-6915,2025-01-14,Germany,22,25410,Active
CUST-4627,2025-01-07,United Kingdom,24,74245,Active
CUST-6450,2025-01-15,Germany,28,78557,Inactive
CUST-2663,2025-01-14,Germany,41,114611,Pending
CUST-6592,2025-01-15,France,23,116038,Inactive
CUST-8392,2025-01-18,,42,37087,Active
CUST-2306,2025-01-06,United Kingdom,21,25482,Active
CUST-6791,2025-01-19,United States,42,108296,Inactive
CUST-6864,2025-01-25,Canada,20,90448,Closed
CUST-8526,2025-01-05,United States,29,53623,
CUST-9901,2025-01-07,France,36,64602,Active
CUST-6575,2025-01-17,United Kingdom,52,88648,Active
CUST-6530,2025-01-22,United States,31,42207,
CUST-5413,2025-01-12,France,39,101554,Pending
CUST-6675,2025-01-17,United States,47,,Closed
CUST-1663,2025-01-20,,42,81035,Active
CUST-2998,2025-01-04,United States,32,98279,Inactive
CUST-8994,2025-01-03,United Kingdom,28,92124,Pending
CUST-4304,2025-01-15,,46,23321,Active
CUST-4763,2025-01-22,United Kingdom,52,98682,Active
CUST-6232,2025-01-15,United States,18,,Inactive
CUST-2853,2025-01-12,United Kingdom,22,42190,Active
CUST-7585,2025-01-10,United States,47,66737,Inactive
CUST-2291,2025-01-05,United Kingdom,19,102909,
CUST-4581,2025-01-20,Germany,47,44995,Active
CUST-8554,2025-01-02,Germany,33,117938,Pending
CUST-2636,2025-01-13,France,37,36715,Inactive
CUST-4696,2025-01-05,France,22,39086,
CUST-1698,2025-01-01,Canada,43,91425,Active
CUST-1854,,Canada,44,54610,Active
CUST-3327,2025-01-23,Canada,36,94637,Active
CUST-6855,2025-01-11,Canada,20,96917,Pending
CUST-6249,2025-01-03,France,35,119932,Active
CUST-6172,2025-01-08,United States,36,26031,Active
CUST-6535,2025-01-20,United States,48,22282,Inactive
CUST-5931,2025-01-04,Germany,42,109900,Inactive
CUST-5218,2025-01-24,United Kingdom,47,70583,Pending
CUST-9958,2025-01-19,Germany,32,30516,Active
CUST-5389,2025-01-25,United Kingdom,35,,Active
CUST-9004,2025-01-08,,26,113547,Pending
CUST-3931,2025-01-19,United States,32,37858,Active
CUST-8777,2025-01-12,France,44,72395,Active
CUST-1197,2025-01-06,Canada,43,88670,Active
CUST-8125,2025-01-22,France,43,35434,Active
CUST-2930,2025-01-20,United States,23,95769,Active
CUST-7287,,Canada,33,86677,Active
CUST-9800,2025-01-12,France,31,105920,Inactive
CUST-3511,2025-01-14,France,38,101926,Inactive
CUST-1659,2025-01-05,United States,37,111703,Inactive
CUST-8098,2025-01-04,United States,32,60379,
CUST-2986,2025-01-01,,23,114333,Pending
CUST-9338,2025-01-18,United Kingdom,36,31120,Pending
CUST-3911,2025-01-05,Germany,23,42852,
CUST-2734,2025-01-10,United States,28,,Inactive
CUST-2843,2025-01-13,United States,48,115040,Active
CUST-3976,,United States,37,27069,Pending
CUST-2959,2025-01-17,United States,34,118746,Pending
CUST-6759,2025-01-11,Germany,39,90188,Inactive
CUST-7694,2025-01-24,United Kingdom,49,27597,Active
CUST-3385,2025-01-23,United Kingdom,15,92127,Active
CUST-5736,2025-01-17,France,47,97362,
CUST-2802,2025-01-12,Canada,10,99674,Inactive
CUST-9155,2025-01-14,United States,35,73161,Inactive
CUST-9120,2025-01-24,,57,104092,Active
CUST-7616,2025-01-09,United Kingdom,42,93851,Active
CUST-6534,2025-01-12,France,39,47734,Closed
CUST-5061,2025-01-03,France,55,86321,Inactive
CUST-1262,2025-01-08,United States,28,38800,Pending
CUST-9815,2025-01-09,France,41,91155,Inactive
CUST-3049,2025-01-14,United Kingdom,30,56575,Active
CUST-6423,2025-01-03,France,31,47716,Pending
CUST-4108,2025-01-19,Canada,36,28556,Active
CUST-8158,2025-01-14,France,40,25498,Inactive
CUST-8400,2025-01-04,Canada,36,84386,
CUST-4170,2025-01-13,United Kingdom,42,76882,Active
CUST-3255,2025-01-25,United States,15,20340,Pending
CUST-2154,2025-01-08,Germany,33,,Active
CUST-5499,2025-01-08,Canada,25,95250,Active
CUST-7295,2025-01-19,United States,38,50654,Active
CUST-7197,2025-01-06,France,38,75778,Active
CUST-6539,2025-01-15,Germany,40,83922,Active
CUST-5199,2025-01-25,France,45,105090,Inactive
CUST-9445,2025-01-01,United Kingdom,34,94965,
CUST-3557,2025-01-23,United States,24,,Active
CUST-1098,2025-01-08,United States,35,55428,Active
CUST-3200,2025-01-07,Germany,37,95774,Inactive
CUST-3961,2025-01-06,United Kingdom,25,21140,Active
CUST-5973,2025-01-03,France,42,46421,Active
CUST-5433,2025-01-19,United States,30,39595,Active
CUST-3869,2025-01-20,France,18,64789,Active
CUST-9352,2025-01-01,United Kingdom,46,,Inactive
CUST-6699,2025-01-07,France,15,68651,Closed
CUST-7944,2025-01-04,Germany,29,86418,Pending
CUST-5493,,United States,29,80011,Inactive
CUST-5911,2025-01-01,Canada,51,115071,Active
CUST-4987,2025-01-05,United Kingdom,34,98518,Active
CUST-7015,2025-01-23,France,20,92805,Active
CUST-2218,2025-01-04,United States,44,99063,Active
CUST-5496,2025-01-02,Canada,23,71098,Inactive
CUST-3489,2025-01-10,United States,27,56304,Active
CUST-9050,2025-01-22,France,29,89338,Active
CUST-4446,2025-01-13,Canada,44,38354,Pending
CUST-2045,2025-01-15,United Kingdom,50,48398,Pending
CUST-7893,2025-01-24,France,22,118668,Active
CUST-2693,2025-01-08,Germany,41,68456,
CUST-4436,2025-01-15,United States,28,28016,
CUST-9754,2025-01-02,Canada,28,35072,Active
CUST-6895,2025-01-19,Germany,40,100018,Active
CUST-4354,2025-01-04,United Kingdom,25,41826,Inactive
CUST-1225,2025-01-11,United States,40,45518,
CUST-5893,2025-01-05,France,42,112446,Closed
CUST-8022,2025-01-10,Canada,31,119441,Active
CUST-6600,2025-01-06,Canada,48,56188,Active
CUST-8996,2025-01-15,Germany,22,56674,Inactive
CUST-8683,,United Kingdom,48,42313,Inactive
CUST-5642,2025-01-12,Germany,16,20276,Active
CUST-8679,2025-01-13,France,62,,Closed
CUST-9208,2025-01-18,United Kingdom,31,106072,Inactive
CUST-8339,2025-01-01,United Kingdom,23,47810,Pending
CUST-3205,2025-01-08,Canada,33,30503,Closed
CUST-2069,2025-01-12,Canada,25,31590,Pending
CUST-6387,2025-01-24,United States,39,32866,Active
CUST-2060,2025-01-08,,49,52792,Inactive
CUST-4420,2025-01-26,France,41,28068,Inactive
CUST-1301,2025-01-22,United States,20,61160,Active
CUST-1606,2025-01-14,United Kingdom,45,40131,Inactive
CUST-1699,2025-01-23,United States,46,97064,Active
CUST-1190,2025-01-21,United Kingdom,31,21381,Active
CUST-1980,2025-01-14,France,43,44322,Pending
CUST-3975,2025-01-23,Germany,22,81388,Pending
CUST-7102,2025-01-01,United States,18,107329,Inactive
CUST-4394,2025-01-21,Germany,41,91312,Active
CUST-9319,2025-01-09,United Kingdom,46,,Active
CUST-6854,2025-01-20,United Kingdom,45,,Active
CUST-7709,2025-01-21,United States,38,,Active
CUST-1569,2025-01-09,United Kingdom,40,78394,Active
CUST-6442,2025-01-20,Germany,34,43782,Active
CUST-2895,2025-01-26,United States,40,87904,Inactive
CUST-3733,2025-01-06,France,37,42173,Inactive
CUST-4863,2025-01-07,Germany,38,,Active
CUST-8455,2025-01-27,United Kingdom,33,50750,Active
CUST-2686,2025-01-11,France,28,100905,Active
CUST-4009,2025-01-12,Canada,35,21589,Active
CUST-8806,2025-01-19,United States,48,20159,
CUST-1154,2025-01-24,Germany,26,51921,Inactive
CUST-2409,2025-01-07,United Kingdom,13,28244,Inactive
CUST-1784,2025-01-21,United States,39,66101,Active
CUST-9096,2025-01-17,France,32,104227,Active
CUST-8560,2025-01-11,United States,45,91126,Inactive
CUST-8343,2025-01-26,United States,34,94763,Inactive
CUST-8206,2025-01-21,United States,29,32237,Pending
CUST-6596,2025-01-07,United States,34,93463,Active
CUST-6801,2025-01-20,Germany,46,,Inactive
CUST-3806,2025-01-17,United States,41,74238,Active
CUST-1537,2025-01-22,,11,51897,Closed
CUST-6986,2025-01-08,Germany,37,64757,Inactive
CUST-2841,2025-01-07,United Kingdom,37,47990,Inactive
CUST-9716,2025-01-13,United Kingdom,35,99623,Active
CUST-7971,2025-01-23,United States,29,100811,Inactive
CUST-6625,2025-01-27,United Kingdom,47,90812,Active
CUST-6949,2025-01-17,United Kingdom,47,39008,Active
CUST-8992,2025-01-16,Germany,13,73384,Active
CUST-5780,2025-01-18,Germany,27,25571,Inactive
CUST-3368,2025-01-14,United States,34,110930,Active
CUST-7655,2025-01-15,United States,44,22224,Active
CUST-9173,2025-01-02,Germany,35,68695,Closed
CUST-7002,2025-01-06,France,42,82368,Inactive
CUST-7614,2025-01-04,United States,33,64760,Active
CUST-6919,2025-01-08,United Kingdom,36,91854,Active
CUST-1853,2025-01-23,France,35,32180,Pending
CUST-5146,2025-01-03,United States,41,49796,Active
CUST-4769,2025-01-10,France,32,109963,Inactive
CUST-1574,2025-01-14,United Kingdom,42,113635,Inactive
CUST-2148,2025-01-01,Germany,34,,Inactive
CUST-7293,2025-01-23,United Kingdom,24,25842,Inactive
CUST-7457,2025-01-07,Germany,35,65968,Active
CUST-8509,2025-01-08,United Kingdom,25,74575,Active
CUST-5107,2025-01-25,Germany,35,45599,Pending
CUST-4854,2025-01-03,United States,43,,Inactive
CUST-3491,2025-01-27,France,36,25355,Pending
CUST-4124,2025-01-08,United Kingdom,39,58342,Pending
CUST-6691,2025-01-25,,27,22257,Pending
CUST-4051,2025-01-05,United States,36,46654,Inactive
CUST-1004,2025-01-19,France,44,49320,Active
CUST-6315,2025-01-03,France,24,,Inactive
CUST-9787,2025-01-24,United Kingdom,31,,Active
CUST-1876,2025-01-11,France,38,116035,Closed
CUST-8027,2025-01-22,Canada,33,82491,Closed
CUST-5142,2025-01-14,Canada,35,78283,Inactive
CUST-7966,2025-01-23,United Kingdom,55,67591,Active
CUST-8079,2025-01-07,Germany,23,74336,Active
CUST-7799,2025-01-23,Germany,32,93016,
CUST-5465,2025-01-19,United States,40,30293,Active
CUST-1635,2025-01-19,Germany,56,82507,Active
CUST-5752,2025-01-01,Germany,39,56609,Active
CUST-9311,2025-01-05,France,51,59779,Inactive
CUST-1830,2025-01-10,United States,46,102594,
CUST-6177,2025-01-02,United Kingdom,27,71813,Active
CUST-9932,2025-01-23,France,38,,Inactive
CUST-3967,2025-01-12,United Kingdom,18,116664,Active
CUST-3838,2025-01-09,Germany,38,64864,Pending
CUST-2150,2025-01-21,United States,29,,Active
CUST-2931,2025-01-22,United States,35,23866,Inactive
CUST-2664,2025-01-10,United Kingdom,40,91354,Active
CUST-2081,2025-01-24,Canada,31,,Active
CUST-1512,2025-01-14,United Kingdom,26,37908,Active
CUST-8805,2025-01-17,United Kingdom,50,75350,Active
CUST-6237,2025-01-19,Canada,30,71955,Active
CUST-1559,2025-01-14,United Kingdom,42,26155,Active
CUST-4672,2025-01-08,United States,49,75668,Inactive
CUST-8404,2025-01-13,France,37,72870,Pending
CUST-4343,2025-01-07,United States,26,73554,Inactive
CUST-5070,2025-01-22,United Kingdom,33,24426,Pending
CUST-1580,2025-01-11,United States,45,47606,Active
CUST-8004,2025-01-04,United States,37,,Active
CUST-9130,2025-01-26,United Kingdom,23,65671,Inactive
CUST-5249,2025-01-23,United Kingdom,43,53870,Active
CUST-2679,2025-01-11,Germany,31,69067,Pending
CUST-4506,2025-01-18,France,41,41607,Pending
CUST-3744,,France,33,94707,Active
CUST-6188,2025-01-17,,22,81215,Pending
CUST-3141,2025-01-25,United States,46,,Inactive
CUST-7617,2025-01-26,United States,43,80614,Pending
CUST-3479,2025-01-21,United Kingdom,41,52793,Pending
CUST-7484,2025-01-22,United States,50,116762,Pending
CUST-8421,2025-01-27,United Kingdom,44,108330,Inactive
CUST-5452,,France,42,75751,Active
CUST-7665,2025-01-12,Canada,47,94218,Inactive
CUST-3849,2025-01-25,Germany,36,52430,Pending
CUST-8390,2025-01-07,United Kingdom,38,52983,Active
CUST-7905,2025-01-13,Canada,38,38990,Active
CUST-5611,,Canada,46,36241,Pending
CUST-3839,2025-01-02,France,41,,
CUST-9527,2025-01-11,France,40,96721,Pending
CUST-6878,2025-01-19,Canada,37,,Inactive
CUST-1851,2025-01-26,United Kingdom,32,64605,Closed
CUST-2687,2025-01-21,,26,59121,Inactive
CUST-3427,2025-01-04,United States,41,87293,Active
CUST-5000,2025-01-27,Germany,30,58405,Inactive
CUST-6052,2025-01-08,Canada,31,97227,Pending
CUST-3738,2025-01-22,Germany,31,28811,Active
CUST-6732,2025-01-23,Canada,31,113935,Active
CUST-9002,2025-01-22,Canada,18,33979,Active
CUST-4913,2025-01-26,United States,46,79234,Active
CUST-2066,2025-01-20,Canada,30,116063,
CUST-8723,2025-01-03,United Kingdom,38,96221,Inactive
CUST-5380,2025-01-17,United Kingdom,42,107178,Active
CUST-4373,2025-01-09,United States,28,78627,Active
CUST-3082,2025-01-09,United Kingdom,51,48001,Inactive
CUST-9967,2025-01-08,,25,34122,Pending
CUST-7748,2025-01-01,United States,39,75745,Active
CUST-1417,2025-01-11,United States,46,28711,Inactive
CUST-9306,2025-01-25,United Kingdom,43,28199,Active
CUST-9808,2025-01-03,Canada,36,,
CUST-4974,2025-01-18,United States,48,41542,Inactive
CUST-4267,2025-01-12,United States,26,113783,Active
CUST-8668,2025-01-12,United Kingdom,36,97960,Active
CUST-6745,2025-01-05,Canada,43,38020,Inactive
CUST-1412,2025-01-27,United Kingdom,29,,Active
CUST-8543,2025-01-17,Germany,33,38601,Inactive
CUST-8587,2025-01-25,France,41,104289,Active
CUST-1728,2025-01-17,United States,42,94671,Inactive
CUST-8164,2025-01-12,United Kingdom,26,,Pending
CUST-6988,2025-01-08,Canada,40,32297,Pending
CUST-3504,2025-01-21,United Kingdom,24,60695,Active
CUST-3786,2025-01-22,United Kingdom,35,105663,Inactive
CUST-2122,2025-01-08,France,44,73574,Active
CUST-5079,2025-01-18,United Kingdom,44,29171,Active
CUST-2571,2025-01-12,United Kingdom,39,23696,Active
CUST-6073,2025-01-27,Germany,35,40313,Active
CUST-6104,2025-01-09,Canada,40,73521,Active
CUST-3143,2025-01-26,United States,26,24956,Closed
CUST-7806,2025-01-10,United Kingdom,52,86641,Active
CUST-8357,2025-01-17,United Kingdom,36,71313,Inactive
CUST-4440,2025-01-26,United States,39,44729,Active
CUST-6644,2025-01-07,Germany,31,29256,Active
CUST-3914,2025-01-15,Germany,40,54681,Closed
CUST-5968,2025-01-07,France,28,84789,Closed
CUST-6917,2025-01-19,United States,13,,Active
CUST-2365,2025-01-20,Canada,37,79979,Pending
CUST-5492,2025-01-03,United States,38,86668,Pending
CUST-8186,2025-01-07,France,36,65607,Inactive
CUST-1395,2025-01-14,United Kingdom,32,90093,Active
CUST-9082,2025-01-12,United Kingdom,34,,
CUST-5171,2025-01-02,France,43,,Active
CUST-5360,2025-01-05,Germany,25,,Pending
CUST-3502,2025-01-08,United States,25,,Pending
CUST-1717,2025-01-23,United Kingdom,24,66976,Closed
CUST-3782,2025-01-12,Germany,16,65095,
CUST-5946,2025-01-15,Germany,30,35523,Active
CUST-9335,2025-01-22,Germany,37,104995,Active
CUST-5980,2025-01-13,United States,33,47056,Active
CUST-8266,2025-01-01,Canada,36,,Active
CUST-5491,2025-01-10,Canada,30,57726,Active
CUST-8192,2025-01-02,United Kingdom,16,77149,Pending
CUST-6588,2025-01-03,,43,52252,Inactive
CUST-8651,2025-01-02,France,46,100437,Active
CUST-4636,2025-01-27,United States,28,81240,Inactive
CUST-2167,2025-01-13,Germany,33,,Active
CUST-2062,2025-01-18,United Kingdom,33,,Active
CUST-3156,2025-01-27,Canada,39,42318,Pending
CUST-8860,2025-01-14,France,52,105029,Inactive
CUST-6161,2025-01-17,Germany,47,65475,Pending
CUST-7541,2025-01-16,Canada,40,71001,Pending
CUST-9867,2025-01-25,Canada,48,55517,Inactive
CUST-8330,2025-01-25,France,39,45711,Inactive
CUST-6334,2025-01-07,Canada,36,36589,Inactive
CUST-9924,2025-01-01,United States,36,106511,Closed
CUST-9010,2025-01-13,United Kingdom,29,47127,Inactive
CUST-7801,2025-01-24,France,24,110421,
CUST-5846,2025-01-18,United Kingdom,38,35088,Pending
