Customer_ID,Signup_Date,Country,Age,Annual_Income,Purchase_Status
CUST-9130,2025-01-26,UK,22.948582077957234,"$65,671",inactive
  CUST-2841 ,01/13/2025,can,-5.0,,Inactive
CUST-5249,2025-01-23,uk,42.69531469050999,"$53,870",Active
CUST-2679,01/11/2025,Germany,31.446881138820665,"$69,067",pend.
CUST-4506,2025-01-18,France,41.10244375604746,41607,Pending
  CUST-8270 ,2025-01-10,usa,37.45018595460467,31908,Inactive
CUST-3744,,FRANCE,33.025704613579606,94707,Active
CUST-6188,2025-01-17,,22.064642564063362,"$81,215",Pending
CUST-3141,01/25/2025,usa,45.779538951057575,N/A,Inactive
CUST-7617,26-Jan-2025,usa,42.59210999919833,USD 80614,Pending
CUST-3479,01/21/2025,UK,40.83886294375313,52793,Pending
CUST-7484,2025-01-22,USA,50.44526003678094,116762,pend.
CUST-8421,2025-01-27,United Kingdom,44.451937270135936,108330,Inactive
CUST-5452,,FRANCE,41.86566006151563,75751,Active
CUST-6881,01/08/2025,USA,-5.0,USD 74254,inactive
CUST-7665,2025-01-12,can,46.96894951802416,94218,Inactive
CUST-3849,2025-01-25,germany,35.83080514282051,52430,Pending
CUST-8390,01/07/2025,uk,38.124916802571384,52983,Active
CUST-7905,2025-01-13,Canada,38.193331896933856,"$38,990",Active
CUST-3489,2025-01-26,can,42.73832743642279,56081,Closed
CUST-5611,,Canada,46.22175028801685,"$36,241",Pending
CUST-3839,01/02/2025,FRANCE,41.34241143059222,,nan
CUST-9527,2025-01-11,FRANCE,39.75285589319891,96721,Pending
CUST-6878,2025-01-19,Canada,37.315127392955716,N/A,Inactive
CUST-7303,04-Jan-2025,FRANCE,1.4838948309532185,47076,inactive
CUST-1851,2025-01-26,uk,32.124089805498116,64605,Closed
CUST-2687,21-Jan-2025,,25.584104826493544,59121,Inactive
  CUST-2931 ,,USA,47.10739538939085,63309,Inactive
CUST-3427,2025-01-04,usa,41.190371982862935,87293,Active
CUST-5000,27-Jan-2025,Germany,30.418630127862656,58405,Inactive
CUST-6052,08-Jan-2025,Canada,31.422828177307558,97227,Pending
CUST-3738,01/22/2025,germany,31.06018636697579,28811,Active
CUST-6732,23-Jan-2025,can,30.8817384568108,113935,Active
CUST-6387,01/24/2025,United States,20.55442556475203,67153,active
CUST-9002,2025-01-22,Canada,18.38720506722232,33979,Active
  CUST-6596 ,2025-01-24,United States,35.29046772381744,USD 48328,Active
CUST-4913,26-Jan-2025,United States,45.753141393593545,79234,ACTIVE
CUST-2066,20-Jan-2025,Canada,29.62310302572137,116063,nan
CUST-8723,03-Jan-2025,UK,38.03444750924045,96221,Inactive
CUST-5380,01/17/2025,United Kingdom,42.34260917176725,107178,Active
CUST-5107,2025-01-27,germany,25.066217944161433,83761,Active
  CUST-1830 ,01/11/2025,usa,150.0,,inactive
CUST-4373,01/09/2025,usa,28.33479518726485,78627,active
CUST-9945,2025-01-02,germany,-5.0,45372,pend.
